id,sentence,question,correct_answer,condition,condition_code,word_count,target_word
S206,Το πιάτο την τρόμαξε την Κατερίνα γιατί έπεσε ξαφνικά από το ράφι,,,svo_a_neut,20,12,3
S207,Το λεωφορείο τον τρόμαξε τον Σταμάτη επειδή πέρασε πολύ κοντά του,,,svo_a_neut,20,11,3
S208,Το ατύχημα τον αναστάτωσε τον Κυριάκο και δεν μπορούσε να ηρεμήσει,,,svo_a_neut,20,11,3
S209,Το τηλεχειριστήριο την εκνεύρισε τη Γιώτα γιατί δεν άλλαζε το κανάλι,,,svo_a_neut,20,11,3
S210,Το κρύο την ξύπνησε τη Ρέα και σηκώθηκε να κλείσει το παράθυρο,,,svo_a_neut,20,12,3
S211,Το τηλεφώνημα τον τρόμαξε τον Ανδρέα γιατί είχε απορροφηθεί από το διάβασμα,,,svo_a_neut,20,12,3
S212,Το email την άγχωσε την Κατερίνα γιατί ήταν από το αφεντικό της,,,svo_a_neut,20,12,3
S213,Το τρακάρισμα τον σόκαρε τον Θανάση που πρώτη φορά έζησε κάτι τέτοιο,,,svo_a_neut,20,12,3
S214,Το ανέκδοτο την εκνεύρισε τη Χριστίνα γιατί το θεώρησε αγενές και προσβλητικό,,,svo_a_neut,20,12,3
S215,Το μελάνι τον λερώσε τον Θωμά την ώρα που καθάριζε τον εκτυπωτή,,,svo_a_neut,20,12,3
S216,Το παράθυρο τον τρόμαξε τον Θάνο επειδή έκλεισε απότομα από τον αέρα ,,,svo_a_neut,20,12,3
S217,Το Παρίσι την απογοήτευσε την Μαρία γιατί ήταν πολύ βρώμικο και χαοτικό,,,svo_a_neut,20,12,3
S218,Το πλυντήριο την εκνεύρισε την Εύα επειδή δεν καθάρισε καλά τα ρούχα ,,,svo_a_neut,20,12,3
S219,Το καφεδάκι τη χαλάρωσε τη Νικολέτα που είχε πολύ στρες όλη μέρα,,,svo_a_neut,20,12,3
S220,Το παυσίπονο την ανακούφισε τη Δήμητρα που είχε πονοκέφαλο εδώ και μία ώρα,,,svo_a_neut,20,13,3
S221,Το ποίημα τη συγκίνησε τη Λένα γιατί της θύμησε τα εφηβικά της χρόνια,,,svo_a_neut,20,13,3
S222,Το νέο τον ενθουσίασε τον Βασίλη γιατί περίμενε πολύ καιρό την προαγωγή του,,,svo_a_neut,20,13,3
S223,Το φαγητό τον ευχαρίστησε τον Νίκο γιατί είχε να φάει από το πρωί,,,svo_a_neut,20,13,3
S224,Το ανέκδοτο τον ενθουσίασε τον Γιώργο και γέλασε δυνατά,,,svo_a_neut,20,9,3
S225,Το παιχνίδι τον απορρόφησε τον Οδυσσέα και ξέχασε να κάνει τα μαθήματά του,,,svo_a_neut,20,13,3
S226,Το τζάκι το ζέστανε το σαλόνι πολύ γρήγορα και έβγαλα τη ζακέτα μου,,,svo_a_neut,20,13,3
S227,Το άρωμα τον ζάλισε τον Θοδωρή και βγήκε για λίγο από το δωμάτιο,,,svo_a_neut,20,13,3
S228,Το φάρμακο τη ζάλισε τη Μάγδα και αναγκάστηκε να ξαπλώσει για να ηρεμήσει,,,svo_a_neut,20,13,3
S229,Το κινητό τον απογοήτευσε τον Σταύρο γιατί κολλούσε ήδη από την πρώτη μέρα,,,svo_a_neut,20,13,3
S230,Το κείμενο την μπέρδεψε τη Μαρίνα γιατί είχε δύσκολες λέξεις και περίπλοκες προτάσεις,,,svo_a_neut,20,13,3
S231,Το εισιτήριο τον μπέρδεψε τον Θωμά γιατί δεν έγραφε τη σωστή ώρα αναχώρησης,,,svo_a_neut,20,13,3
S232,Το γράμμα την μπέρδεψε τη Ντίνα γιατί ήταν δεν ήξερε ποιος το έστειλε,,,svo_a_neut,20,13,3
S233,Το φανάρι τον καθυστέρησε τον Γιάννη και άργησε να φτάσει στο ραντεβού του,,,svo_a_neut,20,13,3
S234,Το μεσημεριανό την ξενέρωσε τη Βάσια επειδή ήταν φασολάδα που δεν της αρέσει,,,svo_a_neut,20,13,3
S235,Το διάλειμμα την ξεκούρασε την Ελένη που δούλευε από τις εφτά το πρωί,,,svo_a_neut,20,13,3
S236,Το ηχείο τον ενόχλησε τον Τάσο γιατί ήταν ακριβό και δεν είχε καλό ήχο,,,svo_a_neut,20,14,3
S237,Το σχόλιο τη στεναχώρησε τη Ζωή γιατί δεν περίμενε κάτι τέτοιο από την Καίτη,,,svo_a_neut,20,14,3
S238,Το νερό την έκαψε τη Χαρά όταν μπήκε στο ντους γιατί έτρεχε πολύ ώρα,,,svo_a_neut,20,14,3
S239,Το τραγούδι τον εκνεύρισε τον Άγγελο επειδή είχε κολλήσει στο ίδιο σημείο πολλή ώρα,,,svo_a_neut,20,14,3
S240,Το παγωτό την πείραξε τη Βιβή και πονούσε η κοιλιά της όλη τη νύχτα,,,svo_a_neut,20,14,3
S241,Το κουλούρι τον χόρτασε τον Δημήτρη επειδή ήταν πολύ μεγάλο και είχε γέμιση τυρί,,,svo_a_neut,20,14,3
S242,Το παπούτσι την χτύπησε την Χριστίνα επειδή ήταν πολύ μικρό για το πόδι της,,,svo_a_neut,20,14,3
S243,Το στεγνωτήριο τον τσάτισε τον Θάνο επειδή έκανε τρεις ώρες να στεγνώσει τα ρούχα,,,svo_a_neut,20,14,3
S244,Το φως την ξύπνησε τη Βάλια πρωί πρωί γιατί είχε ξεχάσει να κλείσει το πατζούρι,,,svo_a_neut,20,15,3
S245,Το κουδούνι την τρόμαξε τη Βίκυ ενώ μαγείρευε και της έπεσε η κουτάλα στο πάτωμα,,,svo_a_neut,20,15,3
S246,Το γλυκό την αηδίασε τη Βάσω γιατί ήταν με καρύδα που δεν της αρέσει καθόλου,,,svo_a_neut,20,15,3
S247,Το κλάμα την ξύπνησε τη Νεφέλη μέσα στη νύχτα και σηκώθηκε να ησυχάσει το μωρό,,,svo_a_neut,20,15,3
S248,Το λάδι την έκαψε τη Σταυρούλα όσο τηγάνιζε και τώρα έχει μια πληγή στο χέρι,,,svo_a_neut,20,15,3
S249,Το εμβόλιο τον πόνεσε τον Γιωργάκη πιο πολύ από ότι περίμενε και άρχισε να κλαίει ,,,svo_a_neut,20,15,3
S250,Το ποτήρι τον έκαψε τον Δημήτρη γιατί το έπιασε χωρίς να προσέξει ότι είχε μέσα τσάι,,,svo_a_neut,20,16,3
S251,Μετά την παράσταση το χειροκρότημα τον συγκίνησε τον Αλέξη και υποκλίθηκε ικανοποιημένος,,,svo_ba_neut,20,12,3
S252,Όσο διάβαζε στη βιβλιοθήκη το φως τον ενοχλούσε τον Πέτρο γιατί τρεμόπαιζε συνέχεια,,,svo_ba_neut,20,13,3
S253,Πριν φύγει για το ραντεβού το τηλεφώνημα την καθυστέρησε τη Δώρα αρκετά λεπτά,,,svo_ba_neut,20,13,3
S254,Όταν κάθισε στον καναπέ το μαξιλάρι τον αηδίασε τον Στέφανο γιατί μύριζε άσχημα,,,svo_ba_neut,20,13,3
S255,Όσο έκανε ηλιοθεραπεία το σύννεφο την εκνεύρισε τη Νεφέλη επειδή έκρυβε τον ήλιο,,,svo_ba_neut,20,13,3
S256,Το ορθογραφικό λάθος τον ζόρισε τον Αλέξη γιατί έπρεπε να διορθώσει όλα τα χαρτιά,,,svo_ba_neut,20,14,3
S257,Αφού γύρισε από το σχολείο το δώρο την περίμενε τη Χριστίνα στο δωμάτιό της ,,,svo_ba_neut,20,14,3
S258,Όταν άνοιξε το κινητό του το μήνυμα τον παραξένεψε τον Δημήτρη και απάντησε αμέσως,,,svo_ba_neut,20,14,3
S259,Όταν έφτασε σπίτι το γράμμα την ανησύχησε τη Νίκη επειδή δεν είχε καλές ειδήσεις,,,svo_ba_neut,20,14,3
S260,Μόλις άνοιξε τον υπολογιστή το email τον σόκαρε τον Αντώνη με αυτά που έγραφε,,,svo_ba_neut,20,14,3
S261,Όταν μπήκε στην αίθουσα το φως την τύφλωσε τη Σοφία και το έσβησε κατευθείαν,,,svo_ba_neut,20,14,3
S262,Ενώ μαγείρευε το μεσημέρι το τηλέφωνο την απέσπασε τη Βάσω και κάηκε το φαγητό,,,svo_ba_neut,20,14,3
S263,Όταν ξεκίνησε να βρέχει το μπουφάν την προστάτεψε τη Λένα και δε βράχηκε καθόλου,,,svo_ba_neut,20,14,3
S264,Όσο προσπαθούσε να κοιμηθεί το ρολόι τον εκνεύρισε τον Πάνο γιατί έκανε ενοχλητικό θόρυβο,,,svo_ba_neut,20,14,3
S265,Όσο τηγάνιζε πατάτες το λάδι τον έκαψε τον Γιάννη και πετάχτηκε από τον πόνο,,,svo_ba_neut,20,14,3
S266,Όσο έβαζε πλυντήριο το κουμπί την τσάτισε την Βασιλική επειδή κολλούσε και δεν πατιόταν,,,svo_ba_neut,20,14,3
S267,Όσο τακτοποιούσε την αποθήκη το χαρτόκουτο τη δυσκόλεψε τη Μαριλένα γιατί ήταν πολύ βαρύ,,,svo_ba_neut,20,14,3
S268,Στις δέκα το βράδυ το τηλέφωνο τον ενόχλησε τον Γιάννη επειδή είχε ήδη ξαπλώσει να κοιμηθεί,,,svo_ba_neut,20,16,3
S269,Όταν έφευγε από τη δουλειά το ασανσέρ την τρόμαξε την Αγγελική γιατί έκανε παράξενους ήχους,,,svo_ba_neut,20,15,3
S270,Όταν άνοιξε το ντουλάπι το κουτί τον τρόμαξε τον Λάμπρο γιατί έπεσε ξαφνικά πάνω του,,,svo_ba_neut,20,15,3
S271,Ενώ μάζευε το τραπέζι το πιάτο τον έκαψε τον Σταύρο γιατί ήταν ακόμα πολύ ζεστό,,,svo_ba_neut,20,15,3
S272,Με το που βγήκε στο μπαλκόνι το αεράκι τη δρόσισε τη Νάσια και ένιωσε καλύτερα,,,svo_ba_neut,20,15,3
S273,Πεινούσε πάρα πολύ και το φαγητό τον έκαψε τον Χρήστο γιατί δεν περίμενε να κρυώσει,,,svo_ba_neut,20,15,3
S274,Λίγο πριν σχολάσει το μήνυμα την αναστάτωσε τη Λένα επειδή της φόρτωσαν κι άλλη δουλειά,,,svo_ba_neut,20,15,3
S275,Όταν ξύπνησε σήμερα το πρωί το αεράκι την κρύωσε την Ζωή και έκλεισε το παράθυρο,,,svo_ba_neut,20,15,3
S276,Όταν πήγε στο γραφείο το κάθισμα τον παραξένεψε τον Στέφανο γιατί κάποιος το είχε χαμηλώσει,,,svo_ba_neut,20,15,3
S277,Όταν πήγε στην Ισπανία το αντηλιακό την προστάτεψε την Ελένη επειδή είχε πάρα πολύ ήλιο,,,svo_ba_neut,20,15,3
S278,Όσο έκανε γυμναστική το μαλλί την ενοχλούσε την Ιωάννα οπότε το έπιασε με ένα λαστιχάκι,,,svo_ba_neut,20,15,3
S279,Όσο περίμενε να περάσει τον δρόμο το φανάρι την εκνεύρισε την Αγγελική γιατί δε γινόταν πράσινο,,,svo_ba_neut,20,16,3
S280,Ήθελε να στείλει γρήγορα ένα email και το λογισμικό τον καθυστέρησε τον Κώστα επειδή χρειαζόταν update,,,svo_ba_neut,20,16,3
S281,Βιαζόταν να φύγει και το πουκάμισο τον εκνεύρισε τον Δημήτρη γιατί δεν μπορούσε να το κουμπώσει,,,svo_ba_neut,20,16,3
S282,Όταν βγήκε από το σπίτι το ουράνιο τόξο τη μάγεψε την Αναστασία γιατί δεν είχε ξαναδεί,,,svo_ba_neut,20,16,3
S283,Στον οδοντίατρο το σφράγισμα την πόνεσε την Γεωργία και αποφάσισε να σταματήσει να τρώει τόσα γλυκά,,,svo_ba_neut,20,16,3
S284,Είχε μήνες να πάει στο σπίτι του και το ψυγείο τον αηδίασε τον Γιάννη γιατι βρωμούσε πολύ,,,svo_ba_neut,20,17,3
S285,Ενώ περπατούσε στο κέντρο το μπουκάλι τον μούσκεψε τον Μάκη επειδή άνοιξε το καπάκι και έτρεχε νερό,,,svo_ba_neut,20,17,3
S286,Διάβαζε το βιβλίο της στην παραλία και το τέλος την ξενέρωσε τη Δήμητρα γιατί ήταν πολύ απότομο,,,svo_ba_neut,20,17,3
S287,Όταν κάθισε στο αυτοκίνητο το κάθισμα τον ενόχλησε τον Άρη γιατί κάποιος το είχε πάει πιο πίσω,,,svo_ba_neut,20,17,3
S288,Κοιμήθηκε πολύ αργά χτες και το τρυπάνι την ενόχλησε την Ευτυχία το πρωί που ήθελε να ξεκουραστεί,,,svo_ba_neut,20,17,3
S289,Την τελευταία μέρα στο σχολείο το κουδούνι τον συγκίνησε τον Λεωνίδα και δάκρυσε βγαίνοντας από την αίθουσα,,,svo_ba_neut,20,17,3
S290,Την πρώτη μέρα στη δουλειά το σύστημα την μπέρδεψε την Σταυρούλα και έπρεπε να ρωτήσει πως λειτουργεί,,,svo_ba_neut,20,17,3
S291,Όταν έφτασε στη Θεσσαλονίκη το ταξί τον χρέωσε τον Μιχάλη πολλά λεφτά γιατί ήταν τρεις το πρωί,,,svo_ba_neut,20,17,3
S292,Με το που ξεκίνησε η ταινία το φως την ενόχλησε την Ιωάννα και σηκώθηκε να τραβήξει την κουρτίνα,,,svo_ba_neut,20,18,3
S293,Διάβαζε για το τεστ και το έργο στην τηλεόραση την απέσπασε τη Νίκη και δεν μπόρεσε να συγκεντρωθεί,,,svo_ba_neut,20,18,3
S294,Καθώς σκούπιζε το σαλόνι το χαλί τον δυσκόλεψε τον Αντώνη γιατί ήταν πολύ βαρύ για να το σηκώσει,,,svo_ba_neut,20,18,3
S295,Είχε καιρό να πάει διακοπές και το ταξίδι τη χάλάρωσε την Καίτη που δεν είχε ξαναπάει στην Ιταλία,,,svo_ba_neut,20,18,3
S296,Δεν κοιμήθηκε καλά το βράδυ και το μάθημα τη ζόρισε την Πόπη γιατί έκλειναν συνέχεια τα μάτια της,,,svo_ba_neut,20,18,3
S297,Όταν έβγαλε το φαΐ από το φούρνο το ταψί τον έκαψε τον Πέτρο γιατί ξέχασε να βάλει γάντια,,,svo_ba_neut,20,18,3
S298,Πέρσι δεν είχαμε χρόνο στα γενέθλιά του οπότε φέτος το πάρτι τον ξάφνιασε τον Γρηγόρη και χάρηκε πολύ,,,svo_ba_neut,20,18,3
S299,Δεν είχαμε ξαναπάει σε αυτό το μαγαζί και το επιδόρπιο τον ξετρέλανε τον Νίκο και το έφαγε όλο,,,svo_ba_neut,20,18,3
S300,Του έδωσα το δώρο του και το περιτύλιγμα τον δυσκόλεψε τον Βαγγέλη γιατί δεν μπορούσε να το ανοίξει,,,svo_ba_neut,20,18,3
S301,Η παλιά πολυκατοικία γκρεμίστηκε από τους εργάτες χτες το απόγευμα,,,f_passive,40,10,3
S302,Ο Γιάννης χτυπήθηκε όσο έκανε ποδήλατο από έναν απρόσεχτο οδηγό,Ο Γιάννης χτυπήθηκε από τον ξάδερφο του?,ΌΧΙ,f_passive,40,10,3
S303,Το πακέτο παραδόθηκε από τον ταχυδρόμο μπροστά στην πόρτα το πρωί,,,f_passive,40,11,3
S304,Η γάτα ζεστάθηκε από τη φωτιά του τζακιού και γουργούριζε ικανοποιημένη,,,f_passive,40,11,3
S305,Το πορτοφόλι βρέθηκε από έναν περαστικό που το πήγε κατευθείαν στην αστυνομία,,,f_passive,40,12,3
S306,Η μηλιά αυτή φυτεύτηκε από την προγιαγιά μου όταν πρωτοήρθε στο χωριό,,,f_passive,40,12,3
S307,Το σπίτι στο χωριό χτίστηκε από τον παππού μου πριν από πενήντα χρόνα,,,f_passive,40,13,3
S308,Η μέση μου γιατρεύτηκε από την φυσιοθεραπεύτρια που μου έκανε μασάζ κάθε εβδομάδα,,,f_passive,40,13,3
S309,Ο Μάριος συγκινήθηκε από το βιβλίο που διάβαζε και σχεδόν έβαλε τα κλάματα,,,f_passive,40,13,3
S310,Ο Χάρης ξαφνιάστηκε από τον αδερφό του που γύρισε απρόσμενα από την Αγγλία,,,f_passive,40,13,3
S311,Ο συγγραφέας βαρέθηκε να γράφει το ίδιο βιβλίο τόσα χρόνια και το παράτησε,,,f_passive,40,13,3
S312,Ο αδερφός μου κόπηκε από τον καθηγητή του στο τελευταίο μάθημα που έδωσε,,,f_passive,40,13,3
S313,Το τσαντάκι μου σκίστηκε από το βάρος των βιβλίων που κουβαλούσα για το πανεπιστήμιο,,,f_passive,40,14,3
S314,Η Χρύσα απολύθηκε από το αφεντικό της σήμερα επειδή κάθε μέρα αργούσε στη δουλειά,Η Χρύσα απολύθηκε επειδή αργούσε στη δουλειά?,ΝΑΙ,f_passive,40,14,3
S315,Η Γιάννα βεβαιώθηκε από το αφεντικό της πως θα πάρει αύξηση αν συνεχίσει την καλή δουλειά,,,f_passive,40,16,3
S316,Ήταν η Κατερίνα που αποφάσισε να βάψουμε το σαλόνι σκούρο πράσινο,,,f_cleft,40,11,3
S317,Ήταν ο Μάριος που άρχισε ξαφνικά να ασχολείται με την κηπουρική,,,f_cleft,40,11,3
S318,Ήταν ο Στέφανος που βοήθησε τον Μπάμπη με τις ασκήσεις της χημείας,,,f_cleft,40,12,3
S319,Ήταν ο Σάκης που πήγε στη συναυλία χωρίς να ξέρει κανένα τραγούδι ,,,f_cleft,40,12,3
S320,Ήταν η Αναστασία που έπαιζε ποδόσφαιρο από τότε που ήταν στο δημοτικό,,,f_cleft,40,12,3
S321,Ήταν η Βάσω που πήρε το πρώτο βραβείο στον διαγωνισμό φυσικής του σχολείου,,,f_cleft,40,13,3
S322,Ήταν ο Πέτρος που κάλεσε τόσα άτομα στο πάρτι χωρίς να μας το πει,,,f_cleft,40,14,3
S323,Ήταν η Άννα που δεν μπορούσε να βρει τι να φορέσει στην αποφοίτησή της,,,f_cleft,40,14,3
S324,Ήταν η γάτα που έσπασε το πιάτο τελικά και όχι ο Νικόλας όπως νόμιζα,,,f_cleft,40,14,3
S325,Ήταν ο Λευτέρης που μας έδειξε αυτή την ταινία που πλέον βλέπουμε κάθε χρόνο,,,f_cleft,40,14,3
S326,Ήταν ο Χρήστος που έμαθε Γερμανικά σε έναν χρόνο για να πάει να δουλέψει,,,f_cleft,40,14,3
S327,Ήταν ο Πέτρος που με κόλλησε και τώρα έχω πυρετό και συνάχι όλη μέρα,,,f_cleft,40,14,3
S328,Ήταν η Δήμητρα που προσκάλεσε την Βάσια στο σπίτι για να πιουμε καφέ χτες,,,f_cleft,40,14,3
S329,Ήταν ο Σπύρος που μου είπε ότι είδε τη Χριστίνα στο κέντρο με καινούριο κούρεμα,,,f_cleft,40,15,3
S330,Ήταν η Ζωή που κρύφτηκε τόσο καλά όταν παίζαμε κρυφτό που κανείς δεν τη βρήκε,Η Ζωή κρύφτηκε καλά όσο παίζαμε κρυφτό?,ΝΑΙ,f_cleft,40,15,3
S331,Είδαμε την κυρία Μαρία στην παιδική χαρά με τα εγγόνια του χτες,,,f_ungrammatical,40,12,3
S332,Το ελαιόλαδο είναι σημαντικό κομμάτι της Ελληνικής διατροφή και είναι πολύ υγιεινό,,,f_ungrammatical,40,12,3
S333,Ήταν η Βάσια που ξεκίνησε να μαθαίνω Ιταλικά πριν πάει διακοπές στη Ρώμη,,,f_ungrammatical,40,13,3
S334,Την τηλεόραση την έκλεισα πριν πάω ύπνο επειδή με ενοχλεί πολύ ο θόρυβος,,,f_ungrammatical,40,13,3
S335,Η Μελίνα πήγε πρώτα στον γιατρό και μετά στο παστίτσιο γιατί πεινούσε πολύ,,,f_ungrammatical,40,13,3
S336,Χτες δεν έχω χρόνο να κάνω τα μαθήματα μου επειδή είχα πολλές ώρες προπόνηση,,,f_ungrammatical,40,14,3
S337,Τις προάλλες έμαθα ότι η εκπομπή του Πέτρου θα παρακολουθηθούν από πολλούς θεατές,,,f_ungrammatical,40,13,3
S338,Κάλεσα την Ελένη για έναν καφέ αλλά άργησε και δεν πήρε ούτε ένα τηλεφωνήματα,,,f_ungrammatical,40,14,3
S339,Ο Κώστας ρώτησε τις προάλλες γιατί δεν τον κάλεσες στο πάρτι που έκανες αύριο,,,f_ungrammatical,40,14,3
S340,Το σπίτι το καθαρίζω μαζί με τον συγκάτοικό μου τουλάχιστον μια φορά την εβδομάδας,,,f_ungrammatical,40,14,3
S341,Δεν ήθελα να γεμίσω ψύχουλα τον καναπέ οπότε πήρα ένα πιάτο για να φάνε,,,f_ungrammatical,40,14,3
S342,Έβαλα να δω μια ταινία αλλά συνειδητοποίησα ότι δεν είχα ποπ κορν να έφαγα,,,f_ungrammatical,40,14,3
S343,Ο γιος μου παντρέυτηκε πέρσι μια κοπέλα από τη Γερμανία και μαθαίνει Γερμανικός τώρα,,,f_ungrammatical,40,14,3
S344,Ο Νίκος ανέβηκε τη σκάλα τρέχοντας για να προλαβαίνει το μάθημα που είχε ήδη ξεκινήσει,,,f_ungrammatical,40,15,3
S345,Η Δήμητρα έγραψε εξετάσεις πριν από δύο μήνα και ακόμα δεν έχουν βγει τα αποτελέσματα,,,f_ungrammatical,40,15,3
S346,Τον σκούφο τον αγόρασε η Φανή από το Χριστουγεννιάτικο παζάρι πέρσι,,,f_ovsa_masc,40,11,3
S347,Τον καναπέ τον αγόρασε ο Μάριος  από ένα καινούριο μαγαζί στο κέντρο,,,f_ovsa_masc,40,12,3
S348,Τον υπολογιστή τον έφτιαξε ο Χρήστος μόνος του και γλύτωσε πολλά λεφτά,Τον υπολογιστή τον έφτιαξε ο Χρήστος μόνος του?,ΝΑΙ,f_ovsa_masc,40,12,3
S349,Τον θερμοσίφωνα τον έκλεισε ο Χάρης πριν λίγο γιατί εγώ το ξέχασα,,,f_ovsa_masc,40,12,3
S350,Τον τοίχο τον έβαψε η Ελένη μόνη της επειδή είχε πολύ χρόνο στις διακοπές,,,f_ovsa_masc,40,14,3
S351,Το ξέχασα εγώ χθες το βράδυ και τον σκουπιδοτενεκέ τον άδειασε η Ιωάννα ,,,f_ovsb_masc,40,13,3
S352,Είχε μεγάλο πάθος με τη μουσική και τον μπαγλαμά τον έφτιαξε ο παππούς μου ,,,f_ovsb_masc,40,14,3
S353,Έκατσα να φάω κατευθείαν μετά το μαγείρεμα και τον απορροφητήρα τον έκλεισε ο Θωμάς,,,f_ovsb_masc,40,14,3
S354,Ήταν άρρωστη η μετεωρολόγος του καναλιού σήμερα και τον καιρό τον είπε ο βοηθός της,,,f_ovsb_masc,40,15,3
S355,Οι γονείς του Γιάννη μας αγόρασαν ένα διαμέρισμα και τον γάμο τον πλήρωσαν οι γονείς μου,,,f_ovsb_masc,40,16,3
S356,Τον γύρο τον παρήγγηλε η Μαριάννα πριν από μία ώρα αλλά δεν έχει έρθει ακόμα,,,f_ovsba_masc,40,15,3
S357,Η κυρία Μάρω έσπασε το χέρι της και τον κήπο τον φρόντισε ο Μιχάλης για μερικούς μήνες,,,f_ovsba_masc,40,17,3
S358,Νόμιζε πως είχε γλυτώσει αλλά τον μπελά τον βρήκε η Καίτη όταν τα έμαθε η μαμά της,,,f_ovsba_masc,40,17,3
S359,Λόγω της κακοκαιρίας τον αγώνα τον είδε ο Στέφανος μόνος του στο σπίτι αντί να πάει στο καφενείο,,,f_ovsba_masc,40,18,3
S360,Δεν ήθελε να ξοδέψει λεφτά και τον φράχτη τον έβαψε ο μπαμπάς με μπογιές που περίσσεψαν από πέρσι,,,f_ovsba_masc,40,18,3
S361,Την λαμπάδα την αγόρασε η νονά μου τελευταία στιγμή επειδή το ξέχασε,,,f_ovsa_fem,40,12,3
S362,Την κλειδαριά την χάλασε η Δήμητρα επειδή γύρισε πολύ απότομα το κλειδί,,,f_ovsa_fem,40,12,3
S363,Την γλάστρα την έσπασε η γάτα μου όταν ανέβηκε στο τραπέζι απρόσεκτα και την έριξε,,,f_ovsa_fem,40,15,3
S364,Την ομπρέλα την ξέχασε ο Βαγγέλης στο σχολείο χθες επειδή το απόγευμα δεν έβρεχε άλλο,Την ομπρέλα την ξέχασε ο Βασίλης στη δουλειά?,ΌΧΙ,f_ovsa_fem,40,15,3
S365,Την φούστα την κόντυνε η γιαγιά μου επειδή μου ήταν πολύ μακριά και δεν μου άρεσε,,,f_ovsa_fem,40,16,3
S366,Επειδή ξέρει μια φοβερή συνταγή για σάλτσα την μακαρονάδα την έφτιαξε ο Γρηγόρης ,,,f_ovsb_fem,40,13,3
S367,Δεν είχα άλλη μπαταρία στο κινητό και τη φωτογραφία την ανέβασε η κολλητή μου,Τη φωτογραφία την ανέβασε η κολλητή μου?,ΝΑΙ,f_ovsb_fem,40,14,3
S368,Ο Μαρίνος συγκινήθηκε πάρα πολύ όταν έμαθε πως την τούρτα την έφτιαξε η αδερφή του,,,f_ovsb_fem,40,15,3
S369,Νόμιζα ότι είχαμε κάτι γλυκό να φάω αλλά μετά έμαθα ότι τη σοκολάτα την έφαγε ο μπαμπάς,,,f_ovsb_fem,40,17,3
S370,Η Άννα δεν ήξερε πώς να πλύνει μάλλινα ρούχα και τελικά τη ζακέτα την έπλυνε η μαμά της ,,,f_ovsb_fem,40,18,3
S371,Έκανε δίαιτα πολύ καιρό και την τούρτα τη λιγουρεύτηκε ο Γιάννης στο πάρτυ γενεθλίων που πήγε,,,f_ovsba_fem,40,16,3
S372,Όταν επέστρεψε από τη δουλειά την μπουγάδα την άπλωσε η Κατερίνα επειδή ο Γιάννης είχε βάλει πλυντήριο,,,f_ovsba_fem,40,17,3
S373,Δεν ήθελαν να χαλάσουν την έκπληξη και την τούρτα την έκρυψε ο Διονύσης στη ντουλάπα του δωματίου του,,,f_ovsba_fem,40,18,3
S374,Ο Δημήτρης φοβάται πάρα πολύ τα έντομα και την αράχνη τη σκότωσε ο Κωνσταντίνος που δεν έχει θέμα,Ο Δημήτρης φοβάται το σκοτάδι?,ΌΧΙ,f_ovsba_fem,40,18,3
S375,Στον Βασίλη δεν αρέσουν τα θρίλερ και την ταινία την είδε η Ηλιάνα μόνη της στο σινεμά χτες βράδυ,,,f_ovsba_fem,40,19,3
S376,Ο υπολογιστής το έτρεξε το πρόγραμμα χωρίς πρόβλημα επειδή είχε καλή κάρτα γραφικών,,,f_svoa_masc,40,13,3
S377,Ο διακόπτης την μπέρδεψε τη Σοφία γιατί δεν μπορούσε να καταλάβει ποιό φως ανάβει,,,f_svoa_masc,40,14,3
S378,Ο πίνακας τον συγκίνησε τον Γιώργο επειδή του θύμισε κάποια γεγονότα από την παιδική του ηλικία,,,f_svoa_masc,40,16,3
S379,Ο πλάτανος τη δρόσισε τη Μαρία γιατί έκανε πολύ μεγάλη σκιά το μεσημέρι που ήταν στο πάρκο,Η Μαρία ήταν το μεσημέρι στο σπίτι της?,ΌΧΙ,f_svoa_masc,40,17,3
S380,Ο βραστήρας το ζέστανε το νερό πολύ γρήγορα γιατί είναι πολύ καλής ποιότητας,,,f_svoa_masc,40,13,3
S381,Δεν έχει κλιματιστικό στο σπίτι και ο ανεμιστήρας την έσωσε την Άννα ,,,f_svob_masc,40,12,3
S382,Όταν είδαμε νερά στους τοίχους συνειδητοποιήσαμε ότι ο σωλήνας την έκανε τη ζημιά ,Ο σωλήνας έκανε τη ζημιά?,ΝΑΙ,f_svob_masc,40,13,3
S383,Το φαγητό θέλει ακόμα πολλή ώρα και ήδη ο απορροφητήρας τον ζάλισε τον Δημήτρη ,,,f_svob_masc,40,14,3
S384,Νόμιζα ότι κάποιος μου χτύπησε το αμάξι αλλά τελικά ο υαλοκαθαριστήρας το γρατσούνισε το τζάμι ,,,f_svob_masc,40,15,3
S385,Δεν είχαμε αρκετό χώρο να κοιμηθούμε όλοι και τελικά ο καναπές την βόλεψε την Ευτυχία,,,f_svob_masc,40,15,3
S386,Είχε καιρό να γυμναστεί και ο διάδρομος την κούρασε την Έφη και λαχάνιασε σε πέντε λεπτά,,,f_svoba_masc,40,16,3
S387,Της άρεσε πάντα να τρέχει και ο στοίβος την ενθουσίασε την Ειρήνη από όταν ήταν μικρή ,,,f_svoba_masc,40,16,3
S388, Πάλι καλά που ο φράχτης το εμπόδισε το σκυλί από το να βγει και να μου επιτεθεί ,,,f_svoba_masc,40,17,3
