trial_num,id,condition,condition_code,word_count,target_word,sentence,correct_answer
188,S053,ovs_b,10,11,3,Δεν χρειαζόμαστε ποτέ χάρτες επειδή το νησί το ξέρει ο Γιώργος,
189,S394,f_svoa_fem,40,14,3,Η καφετιέρα τον απογοήτευσε τον Κώστα γιατί δεν έβγαλε τον καφέ όπως τον ήθελε,
190,Q_S394,f_svoa_fem,50,14,3,Η καφετιέρα άρεσε στον Κώστα?,ΌΧΙ
190,S281,svo_ba_neut,20,16,3,Βιαζόταν να φύγει και το πουκάμισο τον εκνεύρισε τον Δημήτρη γιατί δεν μπορούσε να το κουμπώσει,
191,S247,svo_a_neut,20,15,3,Το κλάμα την ξύπνησε τη Νεφέλη μέσα στη νύχτα και σηκώθηκε να ησυχάσει το μωρό,
192,S049,ovs_a,10,14,3,Το καλάθι το γέμισε ο Δημήτρης με βρώμικα ρούχα και πήγε να τα πλύνει,
193,S149,ovs_ba,10,20,3,Πριν κάτσουμε καν στο τραπέζι το ψωμί το έφαγε όλο η Μαρία γιατί της άρεσε πολύ η καινούρια μου συνταγή,
194,S027,ovs_a,10,12,3,Το φαγητό το έφερε η γιαγιά μαζί της από το χωριό χτες,
195,S369,f_ovsb_fem,40,17,3,Νόμιζα ότι είχαμε κάτι γλυκό να φάω αλλά μετά έμαθα ότι τη σοκολάτα την έφαγε ο μπαμπάς,
196,S035,ovs_a,10,13,3,Το παράθυρο το έσπασε η ανιψιά μου όταν έπαιζε μπάλα χτες το απόγευμα,
197,S275,svo_ba_neut,20,15,3,Όταν ξύπνησε σήμερα το πρωί το αεράκι την κρύωσε την Ζωή και έκλεισε το παράθυρο,
198,S008,ovs_a,10,11,3,Το μήνυμα το έγραψε η Κατερίνα λίγο πριν πάει για ύπνο,
199,S255,svo_ba_neut,20,13,3,Όσο έκανε ηλιοθεραπεία το σύννεφο την εκνεύρισε τη Νεφέλη επειδή έκρυβε τον ήλιο,
200,S336,f_ungrammatical,40,14,3,Χτες δεν έχω χρόνο να κάνω τα μαθήματα μου επειδή είχα πολλές ώρες προπόνηση,
201,S142,ovs_ba,10,19,3,Ο Κώστας καθάρισε τον κήπο και μετά το λάστιχο το μάζεψε η κόρη του για να μην σκοντάψει κανείς,
202,S175,svo_b_neut,20,13,3,Είχε ήδη κολλήσει ώρες στην κίνηση και το φανάρι τον τσάτισε τον Μιχάλη,
203,S130,ovs_ba,10,17,3,Λίγες μέρες πριν πάμε διακοπές το ψυγείο το άδειασε ο Νίκος για να μη χαλάσουν τα φαγητά,
204,S211,svo_a_neut,20,12,3,Το τηλεφώνημα τον τρόμαξε τον Ανδρέα γιατί είχε απορροφηθεί από το διάβασμα,
205,S119,ovs_ba,10,16,3,Σήμερα όλοι μείναμε μέχρι αργά στο γραφείο και το τρένο το πρόλαβε η Φωτεινή τελευταία στιγμή,
206,S398,f_svob_fem,40,15,3,Έμπαινε κρύος αέρας από την τρύπα και η σκηνή την ενοχλούσε τη Νίκη στο κάμπινγκ,
207,S227,svo_a_neut,20,13,3,Το άρωμα τον ζάλισε τον Θοδωρή και βγήκε για λίγο από το δωμάτιο,
208,S363,f_ovsa_fem,40,15,3,Την γλάστρα την έσπασε η γάτα μου όταν ανέβηκε στο τραπέζι απρόσεκτα και την έριξε,
209,S377,f_svoa_masc,40,14,3,Ο διακόπτης την μπέρδεψε τη Σοφία γιατί δεν μπορούσε να καταλάβει ποιό φως ανάβει,
210,S156,svo_b_neut,20,11,3,Είχε πολύ κύμα σήμερα και το καράβι τη ζάλισε την Ευγενία,
211,S124,ovs_ba,10,17,3,Με το που τελείωσε η τελευταία μέρα μαθημάτων το βιβλίο το πέταξε ο Γιάννης στον κάδο σκουπιδιών,
212,S143,ovs_ba,10,15,3,Ξύπνησε πολύ νωρίς και το βίντεο το είδε ο Γιώργος πριν από τους φίλους του,
213,S206,svo_a_neut,20,12,3,Το πιάτο την τρόμαξε την Κατερίνα γιατί έπεσε ξαφνικά από το ράφι,
214,S004,ovs_a,10,11,3,Το ρολόι το αγόρασε ο μπαμπάς  λίγο πριν παντρευτεί τη μαμά,
215,S263,svo_ba_neut,20,14,3,Όταν ξεκίνησε να βρέχει το μπουφάν την προστάτεψε τη Λένα και δε βράχηκε καθόλου,
216,S364,f_ovsa_fem,40,15,3,Την ομπρέλα την ξέχασε ο Βαγγέλης στο σχολείο χθες επειδή το απόγευμα δεν έβρεχε άλλο,
217,Q_S364,f_ovsa_fem,50,15,3,Την ομπρέλα την ξέχασε ο Βασίλης στη δουλειά?,ΌΧΙ
217,S268,svo_ba_neut,20,16,3,Στις δέκα το βράδυ το τηλέφωνο τον ενόχλησε τον Γιάννη επειδή είχε ήδη ξαπλώσει να κοιμηθεί,
218,S077,ovs_b,10,13,3,Η καθηγήτρια ήταν άρρωστη σήμερα οπότε το μάθημα το έκανε η βοηθός της,
219,S295,svo_ba_neut,20,18,3,Είχε καιρό να πάει διακοπές και το ταξίδι τη χάλάρωσε την Καίτη που δεν είχε ξαναπάει στην Ιταλία,
220,S359,f_ovsba_masc,40,18,3,Λόγω της κακοκαιρίας τον αγώνα τον είδε ο Στέφανος μόνος του στο σπίτι αντί να πάει στο καφενείο,
221,S014,ovs_a,10,11,3,Το κολιέ το πλήρωσε η αδερφή μου επειδή δεν πληρώθηκα ακόμα,
222,S145,ovs_ba,10,14,3,Επειδή δεν ξυπνούσα με τίποτα το ξυπνητήρι το έκλεισε ο Αντρέας μέσα στα νεύρα ,
223,S342,f_ungrammatical,40,14,3,Έβαλα να δω μια ταινία αλλά συνειδητοποίησα ότι δεν είχα ποπ κορν να έφαγα,
224,S194,svo_b_neut,20,14,3,Τον είχε πάρει ο ύπνος στο σαλόνι και το τηλέφωνο τον τρόμαξε τον Παναγιώτη,
225,S238,svo_a_neut,20,14,3,Το νερό την έκαψε τη Χαρά όταν μπήκε στο ντους γιατί έτρεχε πολύ ώρα,
226,S183,svo_b_neut,20,13,3,Είχε πολλή ζέστη όλο το βράδυ και το αεράκι τον δρόσισε τον Βαγγέλη,
227,S381,f_svob_masc,40,12,3,Δεν έχει κλιματιστικό στο σπίτι και ο ανεμιστήρας την έσωσε την Άννα ,
228,S137,ovs_ba,10,18,3,Η Σοφία δεν πρόλαβε να πάει στο ταχυδρομείο και το πακέτο το έστειλε η Μάρθα χτες το μεσημέρι,
229,S021,ovs_a,10,12,3,Το σουβενίρ το έφεραν οι γονείς μου όταν γύρισαν από τη Γαλλία,
230,S171,svo_b_neut,20,12,3,Είχε πάρα πολύ κρύο σήμερα και το σκουφάκι την ζέστανε την Κατερίνα,
231,S055,ovs_b,10,13,3,Για πρώτη φορά φέτος για τα Χριστούγεννα το τραπέζι το έκανε η Κατερίνα,
232,S278,svo_ba_neut,20,15,3,Όσο έκανε γυμναστική το μαλλί την ενοχλούσε την Ιωάννα οπότε το έπιασε με ένα λαστιχάκι,
233,S225,svo_a_neut,20,13,3,Το παιχνίδι τον απορρόφησε τον Οδυσσέα και ξέχασε να κάνει τα μαθήματά του,
234,S376,f_svoa_masc,40,13,3,Ο υπολογιστής το έτρεξε το πρόγραμμα χωρίς πρόβλημα επειδή είχε καλή κάρτα γραφικών,
235,S240,svo_a_neut,20,14,3,Το παγωτό την πείραξε τη Βιβή και πονούσε η κοιλιά της όλη τη νύχτα,
236,S332,f_ungrammatical,40,12,3,Το ελαιόλαδο είναι σημαντικό κομμάτι της Ελληνικής διατροφή και είναι πολύ υγιεινό,
237,S338,f_ungrammatical,40,14,3,Κάλεσα την Ελένη για έναν καφέ αλλά άργησε και δεν πήρε ούτε ένα τηλεφωνήματα,
238,S305,f_passive,40,12,3,Το πορτοφόλι βρέθηκε από έναν περαστικό που το πήγε κατευθείαν στην αστυνομία,
239,S324,f_cleft,40,14,3,Ήταν η γάτα που έσπασε το πιάτο τελικά και όχι ο Νικόλας όπως νόμιζα,
240,S186,svo_b_neut,20,13,3,Δεν της αρέσει η γεύση φράουλα και το ζαχαρωτό την αηδίασε τη Βασιλική,
241,S242,svo_a_neut,20,14,3,Το παπούτσι την χτύπησε την Χριστίνα επειδή ήταν πολύ μικρό για το πόδι της,
242,S125,ovs_ba,10,17,3,Πριν ξεκινήσει η συνάντηση το έγγραφο το εκτύπωσε ο βοηθός μου για να το μοιράσει σε όλους,
243,S330,f_cleft,40,15,3,Ήταν η Ζωή που κρύφτηκε τόσο καλά όταν παίζαμε κρυφτό που κανείς δεν τη βρήκε,
244,Q_S330,f_cleft,50,15,3,Η Ζωή κρύφτηκε καλά όσο παίζαμε κρυφτό?,ΝΑΙ
244,S233,svo_a_neut,20,13,3,Το φανάρι τον καθυστέρησε τον Γιάννη και άργησε να φτάσει στο ραντεβού του,
245,S072,ovs_b,10,13,3,Όλοι ξαφνιάστηκαν που στη σχολική γιορτή το τραγούδι το είπε η ξαδέρφη μου,
246,S129,ovs_ba,10,17,3,Μετά το δείπνο το φαγητό το σκέπασε η μητέρα μου με αλουμινόχαρτο και το έβαλε στο ψυγείο,
247,S038,ovs_a,10,13,3,Το σπίτι το έβαψαν οι γείτονες το καλοκαίρι και δεν πήρε πολλή ώρα,
248,S190,svo_b_neut,20,14,3,Είχε πολύ καιρό να πάει στο γυμναστήριο και το βαράκι την τραυμάτισε την Μαίρη,
249,S261,svo_ba_neut,20,14,3,Όταν μπήκε στην αίθουσα το φως την τύφλωσε τη Σοφία και το έσβησε κατευθείαν,
250,S312,f_passive,40,13,3,Ο αδερφός μου κόπηκε από τον καθηγητή του στο τελευταίο μάθημα που έδωσε,
251,S264,svo_ba_neut,20,14,3,Όσο προσπαθούσε να κοιμηθεί το ρολόι τον εκνεύρισε τον Πάνο γιατί έκανε ενοχλητικό θόρυβο,
252,S120,ovs_ba,10,17,3,Η Βάσια έριξε τον καφέ της και το πάτωμα το σφουγγάρισε ο Χάρης που ήδη έκανε δουλειές,
253,S071,ovs_b,10,13,3,Καθώς φοβόμουν μην το χαλάσω εγώ το φουστάνι το έπλυνε η μαμά μου,
254,S311,f_passive,40,13,3,Ο συγγραφέας βαρέθηκε να γράφει το ίδιο βιβλίο τόσα χρόνια και το παράτησε,
255,S362,f_ovsa_fem,40,12,3,Την κλειδαριά την χάλασε η Δήμητρα επειδή γύρισε πολύ απότομα το κλειδί,
256,S373,f_ovsba_fem,40,18,3,Δεν ήθελαν να χαλάσουν την έκπληξη και την τούρτα την έκρυψε ο Διονύσης στη ντουλάπα του δωματίου του,
257,S083,ovs_b,10,14,3,Είχε κλείσει από μπαταρία το κινητό μου και το ταξί το κάλεσε η Χριστίνα,
258,S280,svo_ba_neut,20,16,3,Ήθελε να στείλει γρήγορα ένα email και το λογισμικό τον καθυστέρησε τον Κώστα επειδή χρειαζόταν update,
259,S181,svo_b_neut,20,13,3,Διάβαζε όλη νύχτα για το διαγώνισμα και το καφεδάκι τον ξύπνησε τον Θανάση,
260,S284,svo_ba_neut,20,17,3,Είχε μήνες να πάει στο σπίτι του και το ψυγείο τον αηδίασε τον Γιάννη γιατι βρωμούσε πολύ,
261,S061,ovs_b,10,12,3,Κρύσωσα όταν βγήκα έξω επειδή το μπουφάν το δανείστηκε η αδερφή μου,
262,S054,ovs_b,10,11,3,Όπως και τις προηγούμενες χρονιές το δάσος το επηρέασε η ξηρασία,
263,S042,ovs_a,10,13,3,Το όνομα το διάλεξε η φίλη μου που θα βαφτίσει το παιδί μου,
264,S401,f_svoba_fem,40,14,3,Μόλις συνέδεσε τον φορτιστή του η πρίζα τον τρόμαξε τον Κώστα γιατί πετάχτηκαν σπίθες ,
265,S073,ovs_b,10,13,3,Για να μαζέψει περισσότερους πόντους στην κάρτα το εισητήριο το αγόρασε η Λία,
266,S192,svo_b_neut,20,14,3,Δεν μπορούσε να κοιμηθεί από το άγχος και το ντους τον ηρέμησε τον Κώστα,
267,S291,svo_ba_neut,20,17,3,Όταν έφτασε στη Θεσσαλονίκη το ταξί τον χρέωσε τον Μιχάλη πολλά λεφτά γιατί ήταν τρεις το πρωί,
268,S176,svo_b_neut,20,12,3,Ήταν αγχωμένος για το ραντεβού και το τσάι τον ηρέμησε τον Δημήτρη,
269,S022,ovs_a,10,12,3,Το τραπέζι το έφτιαξε ο Νίκος μόνος του πριν από μερικά χρόνια,
270,S405,f_svoba_fem,40,18,3,Η μαμά είπε ότι η τοστιέρα τον εντυπωσίασε τον Αλέξη γιατί έψησε το ψωμί μέσα σε δύο λεπτά ,
271,Q_S405,f_svoba_fem,50,18,3,Το ψωμί ψήθηκε μέσα σε δέκα λεπτά?,ΌΧΙ
271,S127,ovs_ba,10,17,3,Όταν δεν κοιτούσα το κέικ το έκλεψε η γάτα από το πιάτο μου και έτρεξε να κρυφτεί,
272,S069,ovs_b,10,13,3,Τις προάλλες διάβασα σε ένα βιβλίο ότι το ξυπνητήρι το εφηύρε ο Πλάτωνας,
273,S212,svo_a_neut,20,12,3,Το email την άγχωσε την Κατερίνα γιατί ήταν από το αφεντικό της,
274,S013,ovs_a,10,11,3,Το ποτήρι το έριξε ο Βαγγέλης καταλάθος στο πάτωμα και έσπασε,
275,S105,ovs_ba,10,14,3,Μόλις σηκώθηκα από τον καναπέ το τηλεκοντρόλ το πήρε η Καίτη και άλλαξε κανάλι,
276,S218,svo_a_neut,20,12,3,Το πλυντήριο την εκνεύρισε την Εύα επειδή δεν καθάρισε καλά τα ρούχα ,
277,S328,f_cleft,40,14,3,Ήταν η Δήμητρα που προσκάλεσε την Βάσια στο σπίτι για να πιουμε καφέ χτες,
278,S189,svo_b_neut,20,14,3,Είχε χαθεί πολλή ώρα μέσα στη σπηλιά και το φως την καθοδήγησε την Πηνελόπη,
279,S164,svo_b_neut,20,12,3,Ήταν κουρασμένη από τη δουλειά και το ντουζ την χαλάρωσε τη Βιβή,
280,S334,f_ungrammatical,40,13,3,Την τηλεόραση την έκλεισα πριν πάω ύπνο επειδή με ενοχλεί πολύ ο θόρυβος,
281,S391,f_svoa_fem,40,12,3,Η κορνίζα την ενόχλησε τη Χριστίνα γιατί δεν χώραγε καλά η φωτογραφία,
282,S147,ovs_ba,10,20,3,Όσο η Μαρία καθάριζε την κουζίνα το τάπερ το έβαλε η Άννα στο ψυγείο για να μη χαλάσει το φαγητό,
283,S108,ovs_ba,10,15,3,Όσο κοιμόμουν στον καναπέ το παράθυρο το έκλεισε η μαμά μου για να μην κρυώσω,
284,S241,svo_a_neut,20,14,3,Το κουλούρι τον χόρτασε τον Δημήτρη επειδή ήταν πολύ μεγάλο και είχε γέμιση τυρί,
285,S179,svo_b_neut,20,13,3,Είχε ξεχάσει να πληρώσει τον λογαριασμό και το γράμμα τον άγχωσε τον Λάμπρο,
286,S235,svo_a_neut,20,13,3,Το διάλειμμα την ξεκούρασε την Ελένη που δούλευε από τις εφτά το πρωί,
287,S294,svo_ba_neut,20,18,3,Καθώς σκούπιζε το σαλόνι το χαλί τον δυσκόλεψε τον Αντώνη γιατί ήταν πολύ βαρύ για να το σηκώσει,
288,S266,svo_ba_neut,20,14,3,Όσο έβαζε πλυντήριο το κουμπί την τσάτισε την Βασιλική επειδή κολλούσε και δεν πατιόταν,
289,S067,ovs_b,10,13,3,Μας είπε με πολλή περηφάνεια ότι το τσαντάκι το αγόρασε ο άντρας της ,
290,S134,ovs_ba,10,18,3,Όσο η Λένα είχε πάει στο γιατρό το στεγνωτήριο το άδειασε ο Χάρης που είχε πιο πολύ χρόνο,
291,S285,svo_ba_neut,20,17,3,Ενώ περπατούσε στο κέντρο το μπουκάλι τον μούσκεψε τον Μάκη επειδή άνοιξε το καπάκι και έτρεχε νερό,
292,S109,ovs_ba,10,15,3,Καθώς καθαρίζαμε το τραπέζι το ποτήρι το έσπασε η μικρή καταλάθος και ευτυχώς δεν κόπηκε,
293,S217,svo_a_neut,20,12,3,Το Παρίσι την απογοήτευσε την Μαρία γιατί ήταν πολύ βρώμικο και χαοτικό,
294,S166,svo_b_neut,20,12,3,Περπατούσε στον ήλιο πολλή ώρα και το νερό τον δρόσισε τον Λεωνίδα,
295,S204,svo_a_neut,20,11,3,Το αποτέλεσμα τον απογοήτευσε τον Σπύρο επειδή απέτυχε ενώ προσπάθησε πολύ,
296,S034,ovs_a,10,13,3,Το πακέτο το έστειλε η μητέρα μου από τη Γερμανία για τα Χριστούγεννα,
297,S403,f_svoba_fem,40,16,3,Όσο προσπαθούσε να ράψει ένα κουμπί η βελόνα τον τρύπησε τον Παύλο επειδή δεν πρόσεχε αρκετά,
298,Q_S403,f_svoba_fem,50,16,3,Η βελόνα τρύπησε τον Παύλο?,ΝΑΙ
298,S304,f_passive,40,11,3,Η γάτα ζεστάθηκε από τη φωτιά του τζακιού και γουργούριζε ικανοποιημένη,
299,S182,svo_b_neut,20,13,3,Είχε έντονο πονοκέφαλο από το πρωί και το φως τον ενόχλησε τον Σταύρο,
300,S084,ovs_b,10,14,3,Όλο το βράδυ χιόνιζε και σήμερα το πρωί το χιόνι το καθάρισε ο Χάρης,
301,S012,ovs_a,10,11,3,Το επιδόρπιο το έφερε ο σερβιτόρος αφού φάγαμε το κυρίως πιάτο,
302,S159,svo_b_neut,20,12,3,Χρωστούσε κάποια λεφτά στην τράπεζα και το τηλεφώνημα τον ανησύχησε τον Στέφανο,
303,S060,ovs_b,10,12,3,Ήθελε να φαίνεται περιποιημένος στο γάμο οπότε το κοστούμι το έφτιαξε ράφτης,
304,S198,svo_b_neut,20,15,3,Νόμιζε ότι είχε βάλει το κινητό στο αθόρυβο και το μήνυμα τον ενόχλησε τον Γιάννη,
305,S215,svo_a_neut,20,12,3,Το μελάνι τον λερώσε τον Θωμά την ώρα που καθάριζε τον εκτυπωτή,
306,S132,ovs_ba,10,18,3,Ενώ η Γεωργία διάβαζε για το διαγώνισμα το πλυντήριο το έβαλε η αδερφή της για να τη βοηθήσει,
307,S047,ovs_a,10,14,3,Το χαρτί το άφησε ο Νίκος πάνω στο τραπέζι για να μην το ξεχάσει,
308,S282,svo_ba_neut,20,16,3,Όταν βγήκε από το σπίτι το ουράνιο τόξο τη μάγεψε την Αναστασία γιατί δεν είχε ξαναδεί,
309,S007,ovs_a,10,11,3,Το βιβλίο το αγόρασε η Χριστίνα επειδή είχε μια φοιτητική έκπτωση,
310,S319,f_cleft,40,12,3,Ήταν ο Σάκης που πήγε στη συναυλία χωρίς να ξέρει κανένα τραγούδι ,
311,S262,svo_ba_neut,20,14,3,Ενώ μαγείρευε το μεσημέρι το τηλέφωνο την απέσπασε τη Βάσω και κάηκε το φαγητό,
312,S062,ovs_b,10,12,3,Αδυνάτισε πολύ από πέρσι και το παντελόνι το στένεψε η γιαγιά του,
313,S064,ovs_b,10,12,3,Καλέσαμε κλειδαρά χτες το απόγευμα επειδή το κλειδί το έχασε ο Κωνσταντίνος,
314,S244,svo_a_neut,20,15,3,Το φως την ξύπνησε τη Βάλια πρωί πρωί γιατί είχε ξεχάσει να κλείσει το πατζούρι,
315,S193,svo_b_neut,20,14,3,Προσπαθούσε να μείνει ξύπνια όλο το βράδυ και το βιντεοπαιχνίδι τη βοήθησε τη Γιώτα,
316,S223,svo_a_neut,20,13,3,Το φαγητό τον ευχαρίστησε τον Νίκο γιατί είχε να φάει από το πρωί,
317,S081,ovs_b,10,14,3,Δεν είχαμε τι να τους κεράσουμε επειδή το κρασί το ήπιε η θεία μου,
318,S103,ovs_ba,10,13,3,Καθώς η Ιωάννα άπλωνε ρούχα το τραπεζομάντιλο το έβαλε ο Λευτέρης στο στεγνωτήριο,
319,S100,ovs_b,10,15,3,Με πήρε ο ύπνος στον καναπέ όταν ξάπλωσα και το φως το έκλεισε ο Μάριος,
320,S353,f_ovsb_masc,40,14,3,Έκατσα να φάω κατευθείαν μετά το μαγείρεμα και τον απορροφητήρα τον έκλεισε ο Θωμάς,
321,S197,svo_b_neut,20,15,3,Έψαχνε κάτι να τον εμπνεύσει για τη ζωγραφιά και το τοπίο τον εντυπωσίασε τον Αλέξη,
322,S163,svo_b_neut,20,12,3,Ήταν συγκεντρωμένη στη δουλειά της και το τηλέφωνο την αποσυντόνισε τη Φανή,
323,S005,ovs_a,10,11,3,Το πακέτο το παρέδωσε ο ταχυδρόμος πολύ βιαστικά σήμερα το πρωί,
324,S379,f_svoa_masc,40,17,3,Ο πλάτανος τη δρόσισε τη Μαρία γιατί έκανε πολύ μεγάλη σκιά το μεσημέρι που ήταν στο πάρκο,
325,Q_S379,f_svoa_masc,50,17,3,Η Μαρία ήταν το μεσημέρι στο σπίτι της?,ΌΧΙ
325,S188,svo_b_neut,20,13,3,Είχε πολύ κρύο όλο τον χειμώνα και το καλοριφέρ τον βοήθησε τον Κώστα,
326,S395,f_svoa_fem,40,16,3,Η σκούπα την τρόμαξε την Εύα επειδή άναψε μόνη της όταν έβαλε το καλώδιο στην πρίζα,
327,S243,svo_a_neut,20,14,3,Το στεγνωτήριο τον τσάτισε τον Θάνο επειδή έκανε τρεις ώρες να στεγνώσει τα ρούχα,
328,S388,f_svoba_masc,40,17,3, Πάλι καλά που ο φράχτης το εμπόδισε το σκυλί από το να βγει και να μου επιτεθεί ,
329,S165,svo_b_neut,20,12,3,Δεν ταίριαζαν σε τίποτα τελικά και το ραντεβού την ξενέρωσε την Κατερίνα,
330,S066,ovs_b,10,12,3,Στο εστιατόριο που πήγαμε χτες το μενού το έφτιαξε ο κολλητός μου,
331,S045,ovs_a,10,14,3,Το βιβλίο το έβαλε η Γεωργία στην τσάντα της για να πάει στο μάθημα,
332,S341,f_ungrammatical,40,14,3,Δεν ήθελα να γεμίσω ψύχουλα τον καναπέ οπότε πήρα ένα πιάτο για να φάνε,
333,S111,ovs_ba,10,15,3,Ενώ μελετούσα τη συνταγή το κρεμμύδι το τηγάνισε ο Βασίλης χωρίς καν να το καταλάβω,
334,S352,f_ovsb_masc,40,14,3,Είχε μεγάλο πάθος με τη μουσική και τον μπαγλαμά τον έφτιαξε ο παππούς μου ,
335,S110,ovs_ba,10,15,3,Όσο συζητούσαμε στην αυλή το τραπέζι το έστρωσε ο Γιώργος μόνος του για να φάμε,
336,S283,svo_ba_neut,20,16,3,Στον οδοντίατρο το σφράγισμα την πόνεσε την Γεωργία και αποφάσισε να σταματήσει να τρώει τόσα γλυκά,
337,S355,f_ovsb_masc,40,16,3,Οι γονείς του Γιάννη μας αγόρασαν ένα διαμέρισμα και τον γάμο τον πλήρωσαν οι γονείς μου,
338,S058,ovs_b,10,12,3,Ήθελα να φάω κάτι γλυκό άλλα το κέικ το έφαγε η Μαίρη,
339,S144,ovs_ba,10,19,3,Έβαψα τους τοίχους και το κάδρο το κρέμασε ο πατέρας στην είσοδο του σπιτιού για να το βλέπουν όλοι,
340,S290,svo_ba_neut,20,17,3,Την πρώτη μέρα στη δουλειά το σύστημα την μπέρδεψε την Σταυρούλα και έπρεπε να ρωτήσει πως λειτουργεί,
341,S075,ovs_b,10,13,3,Ήθελε να δοκιμάσει μια καινούρια συνταγή και το ψωμί το έφτιαξε ο Γιώργος,
342,S303,f_passive,40,11,3,Το πακέτο παραδόθηκε από τον ταχυδρόμο μπροστά στην πόρτα το πρωί,
343,S273,svo_ba_neut,20,15,3,Πεινούσε πάρα πολύ και το φαγητό τον έκαψε τον Χρήστο γιατί δεν περίμενε να κρυώσει,
344,S361,f_ovsa_fem,40,12,3,Την λαμπάδα την αγόρασε η νονά μου τελευταία στιγμή επειδή το ξέχασε,
345,S024,ovs_a,10,12,3,Το τζάμι το καθάρισε ο Κώστας με το σπρέι που αγόρασε χθες,
346,S023,ovs_a,10,12,3,Το περιοδικό το διάβασε η Μαρία στο διάλειμμα της όσο έτρωγε μεσημεριανό,
347,S366,f_ovsb_fem,40,13,3,Επειδή ξέρει μια φοβερή συνταγή για σάλτσα την μακαρονάδα την έφτιαξε ο Γρηγόρης ,
348,S154,svo_b_neut,20,11,3,Δεν έφαγε καλό πρωινό και το γυμναστήριο την κούρασε τη Γιώτα,
349,S274,svo_ba_neut,20,15,3,Λίγο πριν σχολάσει το μήνυμα την αναστάτωσε τη Λένα επειδή της φόρτωσαν κι άλλη δουλειά,
350,S169,svo_b_neut,20,12,3,Δεν κοιμήθηκε καλά το βράδυ και το μάθημα τον νανούρισε τον Γιώργο,
351,S314,f_passive,40,14,3,Η Χρύσα απολύθηκε από το αφεντικό της σήμερα επειδή κάθε μέρα αργούσε στη δουλειά,
352,Q_S314,f_passive,50,14,3,Η Χρύσα απολύθηκε επειδή αργούσε στη δουλειά?,ΝΑΙ
352,S036,ovs_a,10,13,3,Το λάπτοπ το πλήρωσε η Ελένη με δόσεις επειδή δεν είχε αρκετά λεφτά,
353,S205,svo_a_neut,20,11,3,Το βιβλίο τον απογοήτευσε τον Κώστα γιατί οι χαρακτήρες ήταν βαρετοί,
354,S209,svo_a_neut,20,11,3,Το τηλεχειριστήριο την εκνεύρισε τη Γιώτα γιατί δεν άλλαζε το κανάλι,
355,S385,f_svob_masc,40,15,3,Δεν είχαμε αρκετό χώρο να κοιμηθούμε όλοι και τελικά ο καναπές την βόλεψε την Ευτυχία,
356,S170,svo_b_neut,20,12,3,Σήμερα το πρωί ανέβασε πυρετό και το παυσίπονο τον ανακούφισε τον Θάνο,
357,S318,f_cleft,40,12,3,Ήταν ο Στέφανος που βοήθησε τον Μπάμπη με τις ασκήσεις της χημείας,
358,S026,ovs_a,10,12,3,Το μπουκάλι το γέμισε ο Γιάννης με νερό πριν πάει στην προπόνηση,
359,S001,ovs_a,10,10,3,Το διαγώνισμα το παρέδωσαν οι φοιτητές στα πρώτα δέκα λεπτά,
360,S174,svo_b_neut,20,13,3,Πεινούσε πάρα πολύ από το πρωί και το παστίτσιο τον ενθουσίασε τον Λεωνίδα,
361,S236,svo_a_neut,20,14,3,Το ηχείο τον ενόχλησε τον Τάσο γιατί ήταν ακριβό και δεν είχε καλό ήχο,
362,S389,f_svoba_masc,40,18,3,Ο χώρος τον αηδίασε τον Μιχάλη όταν μπήκε μέσα επειδή είχε πολύ καιρό να καθαριστεί και μύριζε άσχημα,
363,S345,f_ungrammatical,40,15,3,Η Δήμητρα έγραψε εξετάσεις πριν από δύο μήνα και ακόμα δεν έχουν βγει τα αποτελέσματα,
364,S256,svo_ba_neut,20,14,3,Το ορθογραφικό λάθος τον ζόρισε τον Αλέξη γιατί έπρεπε να διορθώσει όλα τα χαρτιά,
365,S085,ovs_b,10,14,3,Ήμουν πολύ κουρασμένος χθες μετά τη δουλειά και το φαγητό το μαγείρεψε η Ράνια,
366,S399,f_svob_fem,40,16,3,Ήταν πολύ βαριά για να την κουβαλήσει μόνος του και η τσάντα τον δυσκόλεψε τον Στέφανο  ,
367,S187,svo_b_neut,20,13,3,Ξέχασε ότι ήδη άναψε το μάτι και το τηγάνι την έκαψε την Κατερίνα,
368,S207,svo_a_neut,20,11,3,Το λεωφορείο τον τρόμαξε τον Σταμάτη επειδή πέρασε πολύ κοντά του,
369,S320,f_cleft,40,12,3,Ήταν η Αναστασία που έπαιζε ποδόσφαιρο από τότε που ήταν στο δημοτικό,
370,S358,f_ovsba_masc,40,17,3,Νόμιζε πως είχε γλυτώσει αλλά τον μπελά τον βρήκε η Καίτη όταν τα έμαθε η μαμά της,
371,S307,f_passive,40,13,3,Το σπίτι στο χωριό χτίστηκε από τον παππού μου πριν από πενήντα χρόνα,
372,S317,f_cleft,40,11,3,Ήταν ο Μάριος που άρχισε ξαφνικά να ασχολείται με την κηπουρική,
373,S029,ovs_a,10,12,3,Το πληκτρολόγιο το καθάρισε ο Χρήστος όταν είδε πόση βρωμιά είχε μαζέψει,
374,S202,svo_a_neut,20,11,3,Το πρόγραμμα την εκνεύρισε τη Νατάσα γιατί κολλούσε με το παραμικρό,
375,S368,f_ovsb_fem,40,15,3,Ο Μαρίνος συγκινήθηκε πάρα πολύ όταν έμαθε πως την τούρτα την έφτιαξε η αδερφή του,
